date_reported,data_type_id,location_id,covid_measure_id,mean,upper,lower,dt_mean,dt_upper,dt_lower,data_class_id
4/19/2020,2,145,6,2.592970984,3.143131868,2.157894737,9/9/9999,9/9/9999,9/9/9999,1
4/19/2020,1,145,7,7,7,7,9/9/9999,9/9/9999,9/9/9999,1
4/19/2020,1,145,24,6.074368529,6.074368529,6.074368529,9/9/9999,9/9/9999,9/9/9999,1
4/20/2020,2,145,2,12.20008947,13.55729167,11.05548246,9/9/9999,9/9/9999,9/9/9999,1
4/20/2020,2,145,3,11.10421705,12.22222222,10.22192982,9/9/9999,9/9/9999,9/9/9999,1
4/20/2020,2,145,5,15.55728599,21.23607843,10.77708333,9/9/9999,9/9/9999,9/9/9999,1
4/20/2020,2,145,1,70.62680118,81.84407895,59.8621875,9/9/9999,9/9/9999,9/9/9999,1
4/20/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
4/20/2020,1,145,4,2,2,2,9/9/9999,9/9/9999,9/9/9999,1
4/20/2020,1,145,23,1.02810048,1.02810048,1.02810048,9/9/9999,9/9/9999,9/9/9999,1
4/20/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
4/20/2020,2,145,6,2.595054804,3.125208333,2.176470588,9/9/9999,9/9/9999,9/9/9999,1
4/20/2020,1,145,7,9,9,9,9/9/9999,9/9/9999,9/9/9999,1
4/20/2020,1,145,24,7.10246901,7.10246901,7.10246901,9/9/9999,9/9/9999,9/9/9999,1
4/21/2020,2,145,2,13.78116074,15.16666667,12.49934211,9/9/9999,9/9/9999,9/9/9999,1
4/21/2020,2,145,3,12.53231304,13.66710526,11.5,9/9/9999,9/9/9999,9/9/9999,1
4/21/2020,2,145,5,15.51067755,21.46833333,10.70490196,9/9/9999,9/9/9999,9/9/9999,1
4/21/2020,2,145,1,78.91516856,91.64798762,67.5,9/9/9999,9/9/9999,9/9/9999,1
4/21/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
4/21/2020,1,145,4,2,2,2,9/9/9999,9/9/9999,9/9/9999,1
4/21/2020,1,145,23,1.168850972,1.168850972,1.168850972,9/9/9999,9/9/9999,9/9/9999,1
4/21/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
4/21/2020,2,145,6,2.581071271,3.158114035,2.1875,9/9/9999,9/9/9999,9/9/9999,1
4/21/2020,1,145,7,11,11,11,9/9/9999,9/9/9999,9/9/9999,1
4/21/2020,1,145,24,8.271319982,8.271319982,8.271319982,9/9/9999,9/9/9999,9/9/9999,1
4/22/2020,2,145,2,15.96144109,17.5,14.5,9/9/9999,9/9/9999,9/9/9999,1
4/22/2020,2,145,3,14.40888217,15.7225,13.26625,9/9/9999,9/9/9999,9/9/9999,1
4/22/2020,2,145,5,15.59549427,21.50138889,10.83308824,9/9/9999,9/9/9999,9/9/9999,1
4/22/2020,2,145,1,87.30137886,100.0572917,74.77440476,9/9/9999,9/9/9999,9/9/9999,1
4/22/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
4/22/2020,1,145,4,2,2,2,9/9/9999,9/9/9999,9/9/9999,1
4/22/2020,1,145,23,1.320103194,1.320103194,1.320103194,9/9/9999,9/9/9999,9/9/9999,1
4/22/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
4/22/2020,2,145,6,3.180280348,3.94125817,2.5625,9/9/9999,9/9/9999,9/9/9999,1
4/22/2020,1,145,7,13,13,13,9/9/9999,9/9/9999,9/9/9999,1
4/22/2020,1,145,24,9.591423176,9.591423176,9.591423176,9/9/9999,9/9/9999,9/9/9999,1
4/23/2020,2,145,2,18.16007258,19.78947368,16.53833333,9/9/9999,9/9/9999,9/9/9999,1
4/23/2020,2,145,3,16.29948114,17.66710526,15.05131579,9/9/9999,9/9/9999,9/9/9999,1
4/23/2020,2,145,5,15.62510792,21.26710526,10.76364379,9/9/9999,9/9/9999,9/9/9999,1
4/23/2020,2,145,1,95.72956167,109.4133127,82.22192982,9/9/9999,9/9/9999,9/9/9999,1
4/23/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
4/23/2020,1,145,4,1,1,1,9/9/9999,9/9/9999,9/9/9999,1
4/23/2020,1,145,23,1.481277297,1.481277297,1.481277297,9/9/9999,9/9/9999,9/9/9999,1
4/23/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
4/23/2020,2,145,6,3.198631499,3.875183824,2.610539216,9/9/9999,9/9/9999,9/9/9999,1
4/23/2020,1,145,7,14,14,14,9/9/9999,9/9/9999,9/9/9999,1
4/23/2020,1,145,24,11.07270047,11.07270047,11.07270047,9/9/9999,9/9/9999,9/9/9999,1
4/24/2020,2,145,2,21.36244472,23.11127451,19.6412594,9/9/9999,9/9/9999,9/9/9999,1
4/24/2020,2,145,3,19.18415227,20.63196594,17.7893797,9/9/9999,9/9/9999,9/9/9999,1
4/24/2020,2,145,5,23.25348288,30.44263393,17.06964286,9/9/9999,9/9/9999,9/9/9999,1
4/24/2020,2,145,1,111.8452813,128.1803922,98.21474359,9/9/9999,9/9/9999,9/9/9999,1
4/24/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
4/24/2020,1,145,4,1,1,1,9/9/9999,9/9/9999,9/9/9999,1
4/24/2020,1,145,23,1.651583873,1.651583873,1.651583873,9/9/9999,9/9/9999,9/9/9999,1
4/24/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
4/24/2020,2,145,6,4.202372131,5,3.588235294,9/9/9999,9/9/9999,9/9/9999,1
4/24/2020,1,145,7,15,15,15,9/9/9999,9/9/9999,9/9/9999,1
4/24/2020,1,145,24,12.72428435,12.72428435,12.72428435,9/9/9999,9/9/9999,9/9/9999,1
4/25/2020,2,145,2,23.5670322,25.44509804,21.73684211,9/9/9999,9/9/9999,9/9/9999,1
4/25/2020,2,145,3,21.07170394,22.58931889,19.5625,9/9/9999,9/9/9999,9/9/9999,1
4/25/2020,2,145,5,23.34891408,30.17674632,16.76176471,9/9/9999,9/9/9999,9/9/9999,1
4/25/2020,2,145,1,127.1653531,143.6138889,111.8900155,9/9/9999,9/9/9999,9/9/9999,1
4/25/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
4/25/2020,1,145,4,4,4,4,9/9/9999,9/9/9999,9/9/9999,1
4/25/2020,1,145,23,1.83007449,1.83007449,1.83007449,9/9/9999,9/9/9999,9/9/9999,1
4/25/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
4/25/2020,2,145,6,4.204587484,4.947368421,3.6,9/9/9999,9/9/9999,9/9/9999,1
4/25/2020,1,145,7,19,19,19,9/9/9999,9/9/9999,9/9/9999,1
4/25/2020,1,145,24,14.55435884,14.55435884,14.55435884,9/9/9999,9/9/9999,9/9/9999,1
4/26/2020,2,145,2,25.75562247,27.86705882,23.78918129,9/9/9999,9/9/9999,9/9/9999,1
4/26/2020,2,145,3,22.94291143,24.58880719,21.31204044,9/9/9999,9/9/9999,9/9/9999,1
4/26/2020,2,145,5,23.23297802,29.89605263,17.41842105,9/9/9999,9/9/9999,9/9/9999,1
4/26/2020,2,145,1,136.0853818,153.2706414,121.4275794,9/9/9999,9/9/9999,9/9/9999,1
4/26/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
4/26/2020,1,145,4,1,1,1,9/9/9999,9/9/9999,9/9/9999,1
4/26/2020,1,145,23,2.015762654,2.015762654,2.015762654,9/9/9999,9/9/9999,9/9/9999,1
4/26/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
4/26/2020,2,145,6,4.18859027,4.94125817,3.5625,9/9/9999,9/9/9999,9/9/9999,1
4/26/2020,1,145,7,20,20,20,9/9/9999,9/9/9999,9/9/9999,1
4/26/2020,1,145,24,16.57012149,16.57012149,16.57012149,9/9/9999,9/9/9999,9/9/9999,1
4/27/2020,2,145,2,27.94019352,30.07227444,25.94086134,9/9/9999,9/9/9999,9/9/9999,1
4/27/2020,2,145,3,24.81510254,26.57917957,23.12481618,9/9/9999,9/9/9999,9/9/9999,1
4/27/2020,2,145,5,23.33206344,30.36882591,17.27741228,9/9/9999,9/9/9999,9/9/9999,1
4/27/2020,2,145,1,145.0587907,162.1880757,129.1270588,9/9/9999,9/9/9999,9/9/9999,1
4/27/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
4/27/2020,1,145,4,2,2,2,9/9/9999,9/9/9999,9/9/9999,1
4/27/2020,1,145,23,2.207586266,2.207586266,2.207586266,9/9/9999,9/9/9999,9/9/9999,1
4/27/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
4/27/2020,2,145,6,4.788778989,5.705882353,4,9/9/9999,9/9/9999,9/9/9999,1
4/27/2020,1,145,7,22,22,22,9/9/9999,9/9/9999,9/9/9999,1
4/27/2020,1,145,24,18.77770776,18.77770776,18.77770776,9/9/9999,9/9/9999,9/9/9999,1
4/28/2020,2,145,2,30.13746234,32.445,28.05131579,9/9/9999,9/9/9999,9/9/9999,1
4/28/2020,2,145,3,26.69150905,28.61145833,24.94444444,9/9/9999,9/9/9999,9/9/9999,1
4/28/2020,2,145,5,23.54026086,30.64705882,17.12465278,9/9/9999,9/9/9999,9/9/9999,1
4/28/2020,2,145,1,154.2907462,172.3795139,139,9/9/9999,9/9/9999,9/9/9999,1
4/28/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
4/28/2020,1,145,4,1,1,1,9/9/9999,9/9/9999,9/9/9999,1
4/28/2020,1,145,23,2.404414818,2.404414818,2.404414818,9/9/9999,9/9/9999,9/9/9999,1
4/28/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
4/28/2020,2,145,6,4.798426412,5.706092437,4.055555556,9/9/9999,9/9/9999,9/9/9999,1
4/28/2020,1,145,7,23,23,23,9/9/9999,9/9/9999,9/9/9999,1
4/28/2020,1,145,24,21.18212257,21.18212257,21.18212257,9/9/9999,9/9/9999,9/9/9999,1
4/29/2020,2,145,2,33.32609181,35.68836806,31.11096491,9/9/9999,9/9/9999,9/9/9999,1
4/29/2020,2,145,3,29.57446596,31.6129386,27.79973684,9/9/9999,9/9/9999,9/9/9999,1
4/29/2020,2,145,5,31.14062679,39.72361111,23.46993464,9/9/9999,9/9/9999,9/9/9999,1
4/29/2020,2,145,1,171.0404662,189.6680556,153.4171053,9/9/9999,9/9/9999,9/9/9999,1
4/29/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
4/29/2020,1,145,4,1,1,1,9/9/9999,9/9/9999,9/9/9999,1
4/29/2020,1,145,23,2.605085669,2.605085669,2.605085669,9/9/9999,9/9/9999,9/9/9999,1
4/29/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
4/29/2020,2,145,6,5.793368677,6.688169643,5,9/9/9999,9/9/9999,9/9/9999,1
4/29/2020,1,145,7,24,24,24,9/9/9999,9/9/9999,9/9/9999,1
4/29/2020,1,145,24,23.78720824,23.78720824,23.78720824,9/9/9999,9/9/9999,9/9/9999,1
4/30/2020,2,145,2,35.51850558,38.15835913,33.31126645,9/9/9999,9/9/9999,9/9/9999,1
4/30/2020,2,145,3,31.45017065,33.68585526,29.53323529,9/9/9999,9/9/9999,9/9/9999,1
4/30/2020,2,145,5,31.09653862,38.78794643,23.21309524,9/9/9999,9/9/9999,9/9/9999,1
4/30/2020,2,145,1,186.7004872,206.5378431,168.4704902,9/9/9999,9/9/9999,9/9/9999,1
4/30/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
4/30/2020,1,145,4,2,2,2,9/9/9999,9/9/9999,9/9/9999,1
4/30/2020,1,145,23,2.808449969,2.808449969,2.808449969,9/9/9999,9/9/9999,9/9/9999,1
4/30/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
4/30/2020,2,145,6,5.795809266,6.687959559,5,9/9/9999,9/9/9999,9/9/9999,1
4/30/2020,1,145,7,26,26,26,9/9/9999,9/9/9999,9/9/9999,1
4/30/2020,1,145,24,26.59565821,26.59565821,26.59565821,9/9/9999,9/9/9999,9/9/9999,1
5/1/2020,2,145,2,37.73710969,40.47434211,35.33289474,9/9/9999,9/9/9999,9/9/9999,1
5/1/2020,2,145,3,33.34663641,35.64705882,31.2775,9/9/9999,9/9/9999,9/9/9999,1
5/1/2020,2,145,5,31.02751316,38.60305556,23.64084821,9/9/9999,9/9/9999,9/9/9999,1
5/1/2020,2,145,1,195.6590885,214.4721569,177.5240954,9/9/9999,9/9/9999,9/9/9999,1
5/1/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/1/2020,1,145,4,4,4,4,9/9/9999,9/9/9999,9/9/9999,1
5/1/2020,1,145,23,3.013419942,3.013419942,3.013419942,9/9/9999,9/9/9999,9/9/9999,1
5/1/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/1/2020,2,145,6,5.817167557,6.764705882,5.051315789,9/9/9999,9/9/9999,9/9/9999,1
5/1/2020,1,145,7,30,30,30,9/9/9999,9/9/9999,9/9/9999,1
5/1/2020,1,145,24,29.60907815,29.60907815,29.60907815,9/9/9999,9/9/9999,9/9/9999,1
5/2/2020,2,145,2,40.55418427,43.4675,37.94436275,9/9/9999,9/9/9999,9/9/9999,1
5/2/2020,2,145,3,35.6776185,38.125,33.57836257,9/9/9999,9/9/9999,9/9/9999,1
5/2/2020,2,145,5,31.1901788,39.28194444,24.05340557,9/9/9999,9/9/9999,9/9/9999,1
5/2/2020,2,145,1,204.697622,224.5344737,186.3512605,9/9/9999,9/9/9999,9/9/9999,1
5/2/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/2/2020,1,145,4,3,3,3,9/9/9999,9/9/9999,9/9/9999,1
5/2/2020,1,145,23,3.218977735,3.218977735,3.218977735,9/9/9999,9/9/9999,9/9/9999,1
5/2/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/2/2020,2,145,6,6.410045557,7.474342105,5.533333333,9/9/9999,9/9/9999,9/9/9999,1
5/2/2020,1,145,7,33,33,33,9/9/9999,9/9/9999,9/9/9999,1
5/2/2020,1,145,24,32.82805589,32.82805589,32.82805589,9/9/9999,9/9/9999,9/9/9999,1
5/3/2020,2,145,2,43.3549874,46.26352339,40.68328173,9/9/9999,9/9/9999,9/9/9999,1
5/3/2020,2,145,3,38.0095825,40.55572917,35.63141447,9/9/9999,9/9/9999,9/9/9999,1
5/3/2020,2,145,5,31.25348705,39.44583333,24.41973684,9/9/9999,9/9/9999,9/9/9999,1
5/3/2020,2,145,1,213.9067605,233.6011765,195.4438596,9/9/9999,9/9/9999,9/9/9999,1
5/3/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/3/2020,1,145,4,5,5,5,9/9/9999,9/9/9999,9/9/9999,1
5/3/2020,1,145,23,3.424196807,3.424196807,3.424196807,9/9/9999,9/9/9999,9/9/9999,1
5/3/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/3/2020,2,145,6,6.395857936,7.437673611,5.470588235,9/9/9999,9/9/9999,9/9/9999,1
5/3/2020,1,145,7,38,38,38,9/9/9999,9/9/9999,9/9/9999,1
5/3/2020,1,145,24,36.2522527,36.2522527,36.2522527,9/9/9999,9/9/9999,9/9/9999,1
5/4/2020,2,145,2,47.16424109,50.10540936,44.2624613,9/9/9999,9/9/9999,9/9/9999,1
5/4/2020,2,145,3,41.34452193,43.94451754,38.88134675,9/9/9999,9/9/9999,9/9/9999,1
5/4/2020,2,145,5,38.80025875,47.06323529,30.73369883,9/9/9999,9/9/9999,9/9/9999,1
5/4/2020,2,145,1,230.5673696,251.6953125,211.3319444,9/9/9999,9/9/9999,9/9/9999,1
5/4/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/4/2020,1,145,4,2,2,2,9/9/9999,9/9/9999,9/9/9999,1
5/4/2020,1,145,23,3.628264801,3.628264801,3.628264801,9/9/9999,9/9/9999,9/9/9999,1
5/4/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/4/2020,2,145,6,7.390324961,8.437673611,6.470588235,9/9/9999,9/9/9999,9/9/9999,1
5/4/2020,1,145,7,40,40,40,9/9/9999,9/9/9999,9/9/9999,1
5/4/2020,1,145,24,39.8805175,39.8805175,39.8805175,9/9/9999,9/9/9999,9/9/9999,1
5/5/2020,2,145,2,49.36888932,52.4375,46.29370915,9/9/9999,9/9/9999,9/9/9999,1
5/5/2020,2,145,3,43.21866516,45.75036765,40.58759191,9/9/9999,9/9/9999,9/9/9999,1
5/5/2020,2,145,5,38.73965698,47.57947368,31.13138889,9/9/9999,9/9/9999,9/9/9999,1
5/5/2020,2,145,1,245.9853699,267.9473346,226.0560372,9/9/9999,9/9/9999,9/9/9999,1
5/5/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/5/2020,1,145,4,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/5/2020,1,145,23,3.830503185,3.830503185,3.830503185,9/9/9999,9/9/9999,9/9/9999,1
5/5/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/5/2020,2,145,6,7.384928574,8.385294118,6.529334365,9/9/9999,9/9/9999,9/9/9999,1
5/5/2020,1,145,7,40,40,40,9/9/9999,9/9/9999,9/9/9999,1
5/5/2020,1,145,24,43.71102068,43.71102068,43.71102068,9/9/9999,9/9/9999,9/9/9999,1
5/6/2020,2,145,2,51.56621687,54.82377451,48.36702303,9/9/9999,9/9/9999,9/9/9999,1
5/6/2020,2,145,3,45.09504165,47.78947368,42.63141447,9/9/9999,9/9/9999,9/9/9999,1
5/6/2020,2,145,5,38.9429767,47.50083333,30.89473684,9/9/9999,9/9/9999,9/9/9999,1
5/6/2020,2,145,1,255.6047943,278.3342105,234.3125,9/9/9999,9/9/9999,9/9/9999,1
5/6/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/6/2020,1,145,4,2,2,2,9/9/9999,9/9/9999,9/9/9999,1
5/6/2020,1,145,23,4.030383354,4.030383354,4.030383354,9/9/9999,9/9/9999,9/9/9999,1
5/6/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/6/2020,2,145,6,7.395959055,8.444444444,6.529411765,9/9/9999,9/9/9999,9/9/9999,1
5/6/2020,1,145,7,42,42,42,9/9/9999,9/9/9999,9/9/9999,1
5/6/2020,1,145,24,47.74140404,47.74140404,47.74140404,9/9/9999,9/9/9999,9/9/9999,1
5/7/2020,2,145,2,54.35196171,57.72361111,51.11111111,9/9/9999,9/9/9999,9/9/9999,1
5/7/2020,2,145,3,47.41352635,50.11764706,44.88235294,9/9/9999,9/9/9999,9/9/9999,1
5/7/2020,2,145,5,38.75392323,47.58970588,30.58529412,9/9/9999,9/9/9999,9/9/9999,1
5/7/2020,2,145,1,265.0629821,287.5893189,244.4676471,9/9/9999,9/9/9999,9/9/9999,1
5/7/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/7/2020,1,145,4,2,2,2,9/9/9999,9/9/9999,9/9/9999,1
5/7/2020,1,145,23,4.22753837,4.22753837,4.22753837,9/9/9999,9/9/9999,9/9/9999,1
5/7/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/7/2020,2,145,6,7.98811697,9.166911765,6.944362745,9/9/9999,9/9/9999,9/9/9999,1
5/7/2020,1,145,7,44,44,44,9/9/9999,9/9/9999,9/9/9999,1
5/7/2020,1,145,24,51.96894241,51.96894241,51.96894241,9/9/9999,9/9/9999,9/9/9999,1
5/8/2020,2,145,2,57.11828636,60.63289474,53.70534056,9/9/9999,9/9/9999,9/9/9999,1
5/8/2020,2,145,3,49.71103205,52.57321429,47,9/9/9999,9/9/9999,9/9/9999,1
5/8/2020,2,145,5,39.01206322,47.39010417,30.81024306,9/9/9999,9/9/9999,9/9/9999,1
5/8/2020,2,145,1,274.8567858,298.1112745,254.1319231,9/9/9999,9/9/9999,9/9/9999,1
5/8/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/8/2020,1,145,4,3,3,3,9/9/9999,9/9/9999,9/9/9999,1
5/8/2020,1,145,23,4.421733061,4.421733061,4.421733061,9/9/9999,9/9/9999,9/9/9999,1
5/8/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/8/2020,2,145,6,7.970912138,9.177321981,7,9/9/9999,9/9/9999,9/9/9999,1
5/8/2020,1,145,7,47,47,47,9/9/9999,9/9/9999,9/9/9999,1
5/8/2020,1,145,24,56.39067547,56.39067547,56.39067547,9/9/9999,9/9/9999,9/9/9999,1
5/9/2020,2,145,2,60.92456046,64.37534722,57.43685662,9/9/9999,9/9/9999,9/9/9999,1
5/9/2020,2,145,3,53.05355238,55.88235294,50.18722426,9/9/9999,9/9/9999,9/9/9999,1
5/9/2020,2,145,5,46.7080795,57.38916667,37.11331699,9/9/9999,9/9/9999,9/9/9999,1
5/9/2020,2,145,1,291.5793348,314.357451,270.3992105,9/9/9999,9/9/9999,9/9/9999,1
5/9/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/9/2020,1,145,4,2,2,2,9/9/9999,9/9/9999,9/9/9999,1
5/9/2020,1,145,23,4.612845435,4.612845435,4.612845435,9/9/9999,9/9/9999,9/9/9999,1
5/9/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/9/2020,2,145,6,8.994864366,10.15789474,8,9/9/9999,9/9/9999,9/9/9999,1
5/9/2020,1,145,7,49,49,49,9/9/9999,9/9/9999,9/9/9999,1
5/9/2020,1,145,24,61.0035209,61.0035209,61.0035209,9/9/9999,9/9/9999,9/9/9999,1
5/10/2020,2,145,2,63.13580909,66.9390625,59.64257519,9/9/9999,9/9/9999,9/9/9999,1
5/10/2020,2,145,3,54.94485384,57.94868421,52,9/9/9999,9/9/9999,9/9/9999,1
5/10/2020,2,145,5,46.86753375,55.70854779,38,9/9/9999,9/9/9999,9/9/9999,1
5/10/2020,2,145,1,307.390709,331.2291667,284.5541667,9/9/9999,9/9/9999,9/9/9999,1
5/10/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/10/2020,1,145,4,9,9,9,9/9/9999,9/9/9999,9/9/9999,1
5/10/2020,1,145,23,4.800908218,4.800908218,4.800908218,9/9/9999,9/9/9999,9/9/9999,1
5/10/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/10/2020,2,145,6,9.000027622,10.13333333,8,9/9/9999,9/9/9999,9/9/9999,1
5/10/2020,1,145,7,58,58,58,9/9/9999,9/9/9999,9/9/9999,1
5/10/2020,1,145,24,65.80442912,65.80442912,65.80442912,9/9/9999,9/9/9999,9/9/9999,1
5/11/2020,2,145,2,65.36025918,69.00294118,61.62326389,9/9/9999,9/9/9999,9/9/9999,1
5/11/2020,2,145,3,56.84883075,59.82377451,53.83308824,9/9/9999,9/9/9999,9/9/9999,1
5/11/2020,2,145,5,46.79885084,56.18235294,37.20883459,9/9/9999,9/9/9999,9/9/9999,1
5/11/2020,2,145,1,317.1750459,342.5015625,294,9/9/9999,9/9/9999,9/9/9999,1
5/11/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/11/2020,1,145,4,7,7,7,9/9/9999,9/9/9999,9/9/9999,1
5/11/2020,1,145,23,4.986094345,4.986094345,4.986094345,9/9/9999,9/9/9999,9/9/9999,1
5/11/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/11/2020,2,145,6,9.022876503,10.11783088,7.998529412,9/9/9999,9/9/9999,9/9/9999,1
5/11/2020,1,145,7,65,65,65,9/9/9999,9/9/9999,9/9/9999,1
5/11/2020,1,145,24,70.79052346,70.79052346,70.79052346,9/9/9999,9/9/9999,9/9/9999,1
5/12/2020,2,145,2,68.14270133,71.87534722,64.22166667,9/9/9999,9/9/9999,9/9/9999,1
5/12/2020,2,145,3,59.14496465,62.11783088,56.17647059,9/9/9999,9/9/9999,9/9/9999,1
5/12/2020,2,145,5,46.71185284,56.5,37.58823529,9/9/9999,9/9/9999,9/9/9999,1
5/12/2020,2,145,1,326.9135664,352.3699248,303.8118304,9/9/9999,9/9/9999,9/9/9999,1
5/12/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/12/2020,1,145,4,10,10,10,9/9/9999,9/9/9999,9/9/9999,1
5/12/2020,1,145,23,5.168736019,5.168736019,5.168736019,9/9/9999,9/9/9999,9/9/9999,1
5/12/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/12/2020,2,145,6,9.575810827,10.9234375,8.437088816,9/9/9999,9/9/9999,9/9/9999,1
5/12/2020,1,145,7,75,75,75,9/9/9999,9/9/9999,9/9/9999,1
5/12/2020,1,145,24,75.95925948,75.95925948,75.95925948,9/9/9999,9/9/9999,9/9/9999,1
5/13/2020,2,145,2,70.97280177,74.72653509,67.1164916,9/9/9999,9/9/9999,9/9/9999,1
5/13/2020,2,145,3,61.48849722,64.62544643,58.4375,9/9/9999,9/9/9999,9/9/9999,1
5/13/2020,2,145,5,47.09869932,56.53006536,38.22135417,9/9/9999,9/9/9999,9/9/9999,1
5/13/2020,2,145,1,336.8755632,360.9634804,314.4984375,9/9/9999,9/9/9999,9/9/9999,1
5/13/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/13/2020,1,145,4,7,7,7,9/9/9999,9/9/9999,9/9/9999,1
5/13/2020,1,145,23,5.349341269,5.349341269,5.349341269,9/9/9999,9/9/9999,9/9/9999,1
5/13/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/13/2020,2,145,6,9.625909702,10.88903509,8.528676471,9/9/9999,9/9/9999,9/9/9999,1
5/13/2020,1,145,7,82,82,82,9/9/9999,9/9/9999,9/9/9999,1
5/13/2020,1,145,24,81.30860075,81.30860075,81.30860075,9/9/9999,9/9/9999,9/9/9999,1
5/14/2020,2,145,2,73.7253176,77.53145425,69.92619048,9/9/9999,9/9/9999,9/9/9999,1
5/14/2020,2,145,3,63.77231439,66.87620192,60.88235294,9/9/9999,9/9/9999,9/9/9999,1
5/14/2020,2,145,5,46.71512461,56.2902381,38.15550987,9/9/9999,9/9/9999,9/9/9999,1
5/14/2020,2,145,1,346.0480132,369.6492157,322.9361842,9/9/9999,9/9/9999,9/9/9999,1
5/14/2020,2,145,8,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/14/2020,1,145,4,6,6,6,9/9/9999,9/9/9999,9/9/9999,1
5/14/2020,1,145,23,5.528584056,5.528584056,5.528584056,9/9/9999,9/9/9999,9/9/9999,1
5/14/2020,2,145,9,0,0,0,9/9/9999,9/9/9999,9/9/9999,1
5/14/2020,2,145,6,9.56968339,10.84311146,8.421052632,9/9/9999,9/9/9999,9/9/9999,1
5/14/2020,1,145,7,88,88,88,9/9/9999,9/9/9999,9/9/9999,1
5/14/2020,1,145,24,86.83718481,86.83718481,86.83718481,9/9/9999,9/9/9999,9/9/9999,1
5/15/2020,2,145,2,75.92109679,79.75125,71.94436275,9/9/9999,9/9/9999,9/9/9999,1
5/15/2020,2,145,3,65.65367552,68.76532508,62.5990625,9/9/9999,9/9/9999,9/9/9999,1
5/15/2020,2,145,5,54.52459105,64.75098684,44.72127193,9/9/9999,9/9/9999,9/9/9999,1
5/15/2020,2,145,1,361.7849911,388.0069444,336.8213235,9/9/9999,9/9/9999,9/9/9999,1
