"covid_measure_id","location_id","date_reported","data_type_id","scenario_id","mean","upper","lower","dt_mean","dt_upper","dt_lower","data_class_id.x","date","location_name","covid_measure_name","data_class_id.y","definition","datatype","scenario_name"
1,145,2020-10-19,2,1,4261.09089455202,12268.95,1140.92833333333,"9999-09-09","9999-09-09","9999-09-09",1,2020-10-19,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-10-20,2,1,4506.51161479648,12900.7,1204.67833333333,"9999-09-09","9999-09-09","9999-09-09",1,2020-10-20,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-10-21,2,1,4713.16078765189,13147.05,1246.76333333333,"9999-09-09","9999-09-09","9999-09-09",1,2020-10-21,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-10-22,2,1,4818.00382935463,12987.9125,1260.40166666667,"9999-09-09","9999-09-09","9999-09-09",1,2020-10-22,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-10-23,2,1,4791.78917798607,12743.9875,1208.25666666667,"9999-09-09","9999-09-09","9999-09-09",1,2020-10-23,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-10-24,2,1,4639.20085000996,12312.1,1162.055,"9999-09-09","9999-09-09","9999-09-09",1,2020-10-24,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-10-25,2,1,4356.59006027796,11462.8125,1082.05166666667,"9999-09-09","9999-09-09","9999-09-09",1,2020-10-25,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-10-26,2,1,3984.41537915451,10280.525,981.25375,"9999-09-09","9999-09-09","9999-09-09",1,2020-10-26,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-10-27,2,1,3569.43079482054,9247.8,879.799375,"9999-09-09","9999-09-09","9999-09-09",1,2020-10-27,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-10-28,2,1,3153.75898090455,8086.4125,781.6553125,"9999-09-09","9999-09-09","9999-09-09",1,2020-10-28,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-10-29,2,1,2788.74646725007,6944.1875,715.588333333333,"9999-09-09","9999-09-09","9999-09-09",1,2020-10-29,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-10-30,2,1,2497.54520549165,5788.0625,681.31,"9999-09-09","9999-09-09","9999-09-09",1,2020-10-30,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-10-31,2,1,2275.62329016441,5073.0875,647.096666666667,"9999-09-09","9999-09-09","9999-09-09",1,2020-10-31,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-01,2,1,2120.26407653515,4672.1375,606.3828125,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-01,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-02,2,1,1994.55353139818,4308.675,582.301354166667,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-02,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-03,2,1,1867.58839242449,3968.9375,566.91625,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-03,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-04,2,1,1743.4532661075,3659.625,542.855,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-04,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-05,2,1,1622.5734859735,3377.7375,506.051666666667,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-05,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-06,2,1,1503.35469275553,3076.775,484.156666666667,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-06,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-07,2,1,1388.53948530546,2816.0125,458.218333333333,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-07,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-08,2,1,1276.20911126423,2558.5375,432.895,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-08,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-09,2,1,1165.6785817484,2292.0125,399.77,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-09,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-10,2,1,1062.02589405529,2063.9375,375.9125,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-10,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-11,2,1,967.572236257533,1825.4,355.406666666667,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-11,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-12,2,1,884.501174293272,1634.5625,341.751666666667,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-12,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-13,2,1,813.772786625548,1477.5375,313.456666666667,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-13,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-14,2,1,752.151160926818,1324.6125,299.5334375,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-14,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-15,2,1,699.801661839223,1216.34,281.791666666667,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-15,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-16,2,1,651.213491282247,1119.5375,268.5578125,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-16,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-17,2,1,606.724492698315,1040.6125,251.609375,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-17,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-18,2,1,565.499293029356,967.05,243.5309375,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-18,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-19,2,1,528.056092687215,898.0125,229.6696875,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-19,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-20,2,1,493.126401711769,825.5875,216.6553125,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-20,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-21,2,1,461.319704237756,762.6025,206.183333333333,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-21,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-22,2,1,431.410607028592,717.5,197.059375,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-22,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-23,2,1,404.895559007251,672.025,188.926666666667,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-23,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-24,2,1,379.117523678854,618.545833333333,179.14,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-24,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-25,2,1,355.250279168789,573.695,167.038333333333,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-25,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-26,2,1,333.721703518459,532.008333333333,153.981666666667,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-26,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-27,2,1,313.977982327885,493.005,141.998333333333,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-27,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-28,2,1,295.536351616194,459.83,133.4859375,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-28,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-29,2,1,278.812968010258,435.75625,128.930147058824,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-29,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-11-30,2,1,262.792898970392,408.35,121.970588235294,"9999-09-09","9999-09-09","9999-09-09",1,2020-11-30,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-01,2,1,248.943172156683,385.27625,120.878125,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-01,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-02,2,1,235.599362329011,363.264285714286,111.98125,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-02,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-03,2,1,223.205106928039,346.485,97.475,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-03,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-04,2,1,211.736523003712,324.6625,87.975,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-04,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-05,2,1,201.194089502736,308.834375,77,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-05,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-06,2,1,191.760175185599,299.1875,72.4875,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-06,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-07,2,1,182.667044584827,281.5975,64.9875,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-07,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-08,2,1,174.433742861795,275.376339285714,65.4375,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-08,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-09,2,1,167.50370703602,266.5325,56.9875,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-09,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-10,2,1,160.958216926129,256.307738095238,51.3875,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-10,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-11,2,1,155.47606937156,247.371212121212,45.425,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-11,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-12,2,1,149.568945625045,239.510227272727,37.475,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-12,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-13,2,1,144.520469265294,227.811458333333,31.4375,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-13,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-14,2,1,140.104009524952,221.838333333333,22.4625,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-14,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-15,2,1,135.829229956073,216.215833333333,13.4875,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-15,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-16,2,1,132.207898257461,212.002777777778,8.4875,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-16,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-17,2,1,129.220573659429,210.771875,7.4875,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-17,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-18,2,1,125.818238764177,204.713888888889,5.9875,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-18,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-19,2,1,123.554447011322,204.765625,5.4875,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-19,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-20,2,1,121.388317533937,204.338888888889,5,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-20,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-21,2,1,119.354108067423,200.74797979798,4.5,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-21,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-22,2,1,117.30778581892,200.340625,3.4875,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-22,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-23,2,1,115.697743345298,197.277083333333,2.9875,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-23,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-24,2,1,114.221870275721,197.566666666667,2.5,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-24,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-25,2,1,113.272588345723,197.097916666667,2.4875,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-25,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-26,2,1,112.339398506885,199.09375,1.5,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-26,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-27,2,1,111.477061044103,200.703846153846,1,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-27,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-28,2,1,96.9333833411686,177.504166666667,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-28,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-29,2,1,82.8929196279211,152.6875,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-29,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-30,2,1,68.7152371523901,128.033333333333,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-30,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2020-12-31,2,1,54.537864547544,103.835227272727,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-12-31,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
1,145,2021-01-01,2,1,40.4653961484594,76.9333333333333,0,"9999-09-09","9999-09-09","9999-09-09",1,2021-01-01,"Kuwait","covid_all_bed",1,"all covid beds needed","Estimate","Reference"
2,145,2019-12-21,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2019-12-21,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2019-12-22,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2019-12-22,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2019-12-23,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2019-12-23,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2019-12-24,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2019-12-24,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2019-12-25,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2019-12-25,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2019-12-26,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2019-12-26,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2019-12-27,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2019-12-27,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2019-12-28,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2019-12-28,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2019-12-29,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2019-12-29,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2019-12-30,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2019-12-30,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2019-12-31,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2019-12-31,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-01,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-01,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-02,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-02,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-03,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-03,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-04,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-04,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-05,2,1,1.634,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-05,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-06,2,1,1.634,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-06,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-07,2,1,1.634,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-07,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-08,2,1,2.62035714285714,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-08,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-09,2,1,2.62035714285714,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-09,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-10,2,1,2.62035714285714,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-10,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-11,2,1,0.986357142857143,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-11,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-12,2,1,0.986357142857143,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-12,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-13,2,1,0.986357142857143,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-13,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-14,2,1,0.986357142857143,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-14,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-15,2,1,0.986357142857143,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-15,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-16,2,1,0.986357142857143,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-16,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-17,2,1,0.986357142857143,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-17,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-18,2,1,0.986357142857143,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-18,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-19,2,1,0.986357142857143,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-19,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-20,2,1,0.986357142857143,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-20,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-21,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-21,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-22,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-22,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-23,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-23,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-24,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-24,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-25,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-25,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-26,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-26,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-27,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-27,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-28,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-28,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-29,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-29,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-30,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-30,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-01-31,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-01-31,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-01,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-01,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-02,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-02,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-03,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-03,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-04,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-04,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-05,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-05,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-06,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-06,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-07,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-07,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-08,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-08,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-09,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-09,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-10,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-10,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-11,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-11,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-12,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-12,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-13,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-13,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-14,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-14,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-15,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-15,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-16,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-16,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-17,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-17,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-18,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-18,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-19,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-19,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-20,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-20,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-21,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-21,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-22,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-22,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-23,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-23,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-24,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-24,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-25,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-25,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-26,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-26,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
2,145,2020-02-27,2,1,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,2020-02-27,"Kuwait","covid_ICU_bed",1,"icu covid beds needed","Estimate","Reference"
