"covid_measure_id","location_id","date_reported","data_type_id","scenario_id","mean","upper","lower","dt_mean","dt_upper","dt_lower","data_class_id.x","location_name","covid_measure_name","data_class_id.y","definition","datatype","scenario_name"
4,145,2020-02-19,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-02-20,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-02-21,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-02-22,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-02-23,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-02-24,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-02-25,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-02-26,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-02-27,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-02-28,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-02-29,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-01,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-02,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-03,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-04,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-05,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-06,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-07,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-08,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-09,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-10,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-11,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-12,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-13,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-14,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-15,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-16,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-17,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-18,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-19,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-20,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-21,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-22,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-23,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-24,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-25,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-26,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-27,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-28,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-29,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-30,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-03-31,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-01,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-02,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-03,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-04,1,6,1,1,1,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-05,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-06,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-07,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-08,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-09,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-10,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-11,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-12,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-13,1,6,1,1,1,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-14,1,6,1,1,1,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-15,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-16,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-17,1,6,2,2,2,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-18,1,6,1,1,1,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-19,1,6,1,1,1,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-20,1,6,2,2,2,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-21,1,6,2,2,2,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-22,1,6,2,2,2,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-23,1,6,1,1,1,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-24,1,6,1,1,1,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-25,1,6,4,4,4,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-26,1,6,1,1,1,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-27,1,6,2,2,2,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-28,1,6,1,1,1,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-29,1,6,1,1,1,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-04-30,1,6,2,2,2,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-01,1,6,4,4,4,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-02,1,6,3,3,3,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-03,1,6,5,5,5,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-04,1,6,2,2,2,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-05,1,6,0,0,0,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-06,1,6,2,2,2,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-07,1,6,2,2,2,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-08,1,6,3,3,3,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-09,1,6,2,2,2,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-10,1,6,9,9,9,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-11,1,6,7,7,7,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-12,1,6,10,10,10,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-13,1,6,7,7,7,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-14,1,6,6,6,6,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-15,1,6,8,8,8,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-16,1,6,11,11,11,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-17,1,6,5,5,5,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-18,1,6,6,6,6,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-19,1,6,3,3,3,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-20,1,6,3,3,3,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-21,1,6,5,5,5,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-22,1,6,9,9,9,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-23,1,6,10,10,10,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-24,1,6,8,8,8,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-25,1,6,9,9,9,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-26,1,6,7,7,7,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-27,1,6,3,3,3,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-28,1,6,10,10,10,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-29,1,6,9,9,9,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-30,1,6,11,11,11,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-05-31,1,6,7,7,7,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-06-01,1,6,8,8,8,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-06-02,1,6,6,6,6,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-06-03,1,6,4,4,4,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-06-04,1,6,6,6,6,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-06-05,1,6,8,8,8,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-06-06,1,6,10,10,10,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-06-07,1,6,10,10,10,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-06-08,1,6,5,5,5,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-06-09,1,6,4,4,4,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-06-10,1,6,2,2,2,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-06-11,1,6,4,4,4,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-06-12,1,6,6,6,6,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-06-13,1,6,4,4,4,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-06-14,1,6,7,7,7,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-06-15,1,6,2,2,2,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-06-16,1,6,5,5,5,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-06-17,1,6,3,3,3,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-06-18,1,6,2,2,2,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Observed","Current Prediciton/Observed"
4,145,2020-06-19,2,1,4.3365762442326,5.05834632934507,3.73723135343377,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Estimate","Reference"
4,145,2020-06-20,2,1,4.32927676360378,5.11159472553378,3.67659862882943,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Estimate","Reference"
4,145,2020-06-21,2,1,4.33393345583868,5.17336384244584,3.63045119431618,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Estimate","Reference"
4,145,2020-06-22,2,1,4.35276894481727,5.24808738614028,3.56669526329859,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Estimate","Reference"
4,145,2020-06-23,2,1,4.3884486651226,5.36190749355205,3.51517476419009,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Estimate","Reference"
4,145,2020-06-24,2,1,4.43619209767995,5.52730833274236,3.47629250426525,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Estimate","Reference"
4,145,2020-06-25,2,1,4.48766714629476,5.67853506976052,3.45993920839177,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Estimate","Reference"
4,145,2020-06-26,2,1,4.53837488313812,5.78987012502075,3.45287363672124,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Estimate","Reference"
4,145,2020-06-27,2,1,4.57973547460573,5.9117287097013,3.4148766552982,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Estimate","Reference"
4,145,2020-06-28,2,1,4.60938625235306,6.00552213475856,3.38738835786744,"9999-09-09","9999-09-09","9999-09-09",1,"Kuwait","deaths",1,"daily covid deaths (raw when observed)","Estimate","Reference"
